id,name,full_name,team,pos,price,status,chance_next,news,minutes,starts,total_points,points_per_game,form,selected_by_pct,ep_next,xG,xA,xGI,xGC,xG_per90,xA_per90,xGI_per90,xGC_per90,goals,assists,goals_minus_xG,assists_minus_xA,clean_sheets,goals_conceded,goals_conceded_per90,clean_sheets_per90,saves,saves_per90,own_goals,pens_saved,pens_missed,yellow,red,tackles,cbi,recoveries,defensive_contribution,def_contrib_per90,influence,creativity,threat,ict_index,bonus,bps
569,Gonzalo,Gonzalo García,Fulham,FWD,6.0,a,,,180,2,8,4.0,4.0,4.4,4.0,1.0,0.02,1.02,4.26,0.5,0.01,0.51,2.13,1,0,0.0,-0.02,0,4,2.0,0.0,0,0.0,0,0,0,0,0,1,2,3,6,3.0,37.2,4.3,40.0,8.2,0,35
290,Slater,Regan Slater,Hull City,MID,4.5,a,,,180,2,8,4.0,4.0,4.2,4.0,0.0,0.45,0.45,3.12,0.0,0.22,0.22,1.56,0,1,0.0,0.55,2,0,0.0,1.0,0,0.0,0,0,0,1,0,5,2,6,13,6.5,18.4,19.3,0.0,3.8,0,26
305,Davis,Leif Davis,Ipswich Town,DEF,4.0,a,,,180,2,8,4.0,4.0,4.8,4.0,0.49,0.13,0.62,5.22,0.24,0.06,0.3,2.61,1,0,0.51,-0.13,0,6,3.0,0.0,0,0.0,0,0,0,0,0,0,11,5,11,5.5,15.2,2.3,0.0,1.8,0,11
330,Bogle,Jayden Bogle,Leeds,DEF,4.5,a,,,157,2,8,4.0,4.0,0.5,4.0,0.0,0.01,0.01,1.4,0.0,0.01,0.01,0.8,0,0,0.0,-0.01,1,1,0.57,0.57,0,0.0,0,0,0,0,0,3,7,8,10,5.73,7.0,1.1,0.0,0.8,0,33
447,Botman,Sven Botman,Newcastle,DEF,5.0,a,,,180,2,8,4.0,4.0,0.6,4.0,0.01,0.01,0.02,4.1,0.0,0.0,0.0,2.05,0,0,-0.01,-0.01,1,2,1.0,0.5,0,0.0,0,0,0,1,0,1,14,6,15,7.5,32.4,0.3,0.0,3.3,0,26
567,Horníček,Lukás Hornícek,Newcastle,GK,5.0,a,,,180,2,8,4.0,4.0,0.9,4.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,2.05,0,0,0.0,0.0,1,2,1.0,0.5,9,4.5,0,0,0,1,0,0,5,9,0,0.0,41.2,0.0,0.0,4.1,0,44
469,N.Williams,Neco Williams,Nott'm Forest,DEF,5.0,a,,,180,2,8,4.0,4.0,8.7,4.0,0.12,0.17,0.29,2.22,0.06,0.08,0.14,1.11,0,1,-0.12,0.83,0,3,1.5,0.0,0,0.0,0,0,0,0,0,9,9,11,18,9.0,15.2,5.8,6.0,2.7,0,29
532,Ballard,Daniel Ballard,Sunderland,DEF,5.0,a,,,180,2,8,4.0,4.0,4.7,4.0,0.03,0.01,0.04,2.75,0.02,0.0,0.02,1.38,0,0,-0.03,-0.01,1,2,1.0,0.5,0,0.0,0,0,0,1,0,3,16,1,19,9.5,18.2,1.2,0.0,1.9,0,31
534,Hume,Trai Hume,Sunderland,DEF,4.5,a,,,169,2,8,4.0,4.0,6.1,4.0,0.04,0.28,0.32,2.64,0.02,0.15,0.17,1.41,0,0,-0.04,-0.28,1,1,0.53,0.53,0,0.0,0,0,0,0,0,7,3,10,10,5.33,9.4,39.4,13.0,6.2,0,38
551,Angulo,Nilson Angulo,Sunderland,MID,5.0,a,,,122,2,8,4.0,4.0,0.1,4.0,0.15,0.05,0.2,2.24,0.11,0.04,0.15,1.65,1,0,0.85,-0.05,1,1,0.74,0.74,0,0.0,0,0,0,1,0,2,1,9,12,8.85,32.8,3.3,16.0,5.2,0,36
130,Wieffer,Mats Wieffer,Brighton,DEF,5.0,a,,,156,2,7,3.5,3.5,0.5,3.5,0.12,0.13,0.25,3.18,0.07,0.08,0.15,1.83,0,0,-0.12,-0.13,1,4,2.31,0.58,0,0.0,0,0,0,0,0,4,11,9,15,8.65,16.6,26.3,6.0,4.9,1,38
200,Lacroix,Maxence Lacroix,Chelsea,DEF,6.0,a,,,180,2,7,3.5,3.5,9.3,3.5,0.02,0.2,0.22,2.74,0.01,0.1,0.11,1.37,0,1,-0.02,0.8,0,5,2.5,0.0,0,0.0,0,0,0,0,0,6,15,3,21,10.5,44.2,11.2,2.0,5.7,0,22
313,Clarke,Jack Clarke,Ipswich Town,MID,5.5,a,,,19,0,7,7.0,3.5,0.3,3.5,0.1,0.0,0.1,0.03,0.47,0.0,0.47,0.14,1,0,0.9,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,1,0,1,2,9.47,33.6,0.6,18.0,5.2,1,27
329,Rodon,Joe Rodon,Leeds,DEF,4.5,d,50,Hamstring injury - 50% chance of playing,123,2,7,3.5,3.5,3.4,1.8,0.03,0.06,0.09,1.01,0.02,0.04,0.06,0.74,0,0,-0.03,-0.06,1,0,0.0,0.73,0,0.0,0,0,0,0,0,1,10,2,11,8.05,14.4,14.4,5.0,3.4,0,25
338,Ampadu,Ethan Ampadu,Leeds,MID,5.5,a,,,180,2,7,3.5,3.5,1.3,3.5,0.01,0.13,0.14,2.33,0.0,0.06,0.06,1.16,0,0,-0.01,-0.13,1,1,0.5,0.5,0,0.0,0,0,0,0,0,4,11,8,23,11.5,18.6,23.3,0.0,4.2,0,30
397,Semenyo,Antoine Semenyo,Man City,MID,8.5,a,,,180,2,7,3.5,3.5,22.4,3.5,0.12,0.59,0.71,1.31,0.06,0.3,0.36,0.66,0,1,-0.12,0.41,0,2,1.0,0.0,0,0.0,0,0,0,0,0,2,0,6,8,4.0,5.8,8.9,31.0,4.6,0,49
529,Roefs,Robin Roefs,Sunderland,GK,5.0,a,,,180,2,7,3.5,3.5,3.7,3.5,0.0,0.0,0.0,2.75,0.0,0.0,0.0,1.38,0,0,0.0,0.0,1,2,1.0,0.5,1,0.5,0,0,0,0,0,0,3,15,0,0.0,15.2,0.0,0.0,1.5,0,29
536,Reinildo,Reinildo Mandava,Sunderland,DEF,4.5,a,,,180,2,7,3.5,3.5,0.4,3.5,0.0,0.3,0.3,2.75,0.0,0.15,0.15,1.38,0,0,0.0,-0.3,1,2,1.0,0.5,0,0.0,0,0,0,0,0,4,11,8,15,7.5,23.0,27.5,4.0,5.5,0,35
541,Meunier,Thomas Meunier,Sunderland,DEF,4.5,a,100,,180,2,7,3.5,3.5,0.3,3.5,0.1,0.13,0.23,2.75,0.05,0.06,0.11,1.38,0,0,-0.1,-0.13,1,2,1.0,0.5,0,0.0,0,0,0,0,0,2,10,8,12,6.0,13.8,5.3,11.0,3.0,0,32
1,Raya,David Raya Martín,Arsenal,GK,6.0,a,,,90,1,6,6.0,3.0,38.1,3.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0,0,0.0,0.0,1,0,0.0,1.0,1,1.0,0,0,0,0,0,0,1,8,0,0.0,11.8,0.0,0.0,1.2,0,24
11,Mosquera,Cristhian Mosquera,Arsenal,DEF,5.5,a,,,90,1,6,6.0,3.0,5.5,3.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0,0,0.0,0.0,1,0,0.0,1.0,0,0.0,0,0,0,0,0,0,6,3,6,6.0,14.4,0.6,0.0,1.5,0,27
26,Havertz,Kai Havertz,Arsenal,FWD,7.5,a,,,90,1,6,6.0,3.0,7.5,3.0,0.26,0.03,0.29,0.2,0.26,0.03,0.29,0.2,1,0,0.74,-0.03,1,0,0.0,1.0,0,0.0,0,0,0,0,0,0,2,0,2,2.0,37.2,13.2,25.0,7.5,0,34
557,Tzolis,Christos Tzolis,Arsenal,MID,6.5,a,,,75,1,6,6.0,3.0,25.7,3.0,0.19,0.14,0.33,0.06,0.23,0.17,0.4,0.07,0,1,-0.19,0.86,1,0,0.0,1.2,0,0.0,0,0,0,0,0,1,2,3,6,7.2,17.0,39.8,30.0,8.7,0,30
70,Kluivert,Justin Kluivert,Bournemouth,MID,6.0,a,,,154,2,6,3.0,3.0,1.2,3.0,0.72,0.05,0.77,3.61,0.42,0.03,0.45,2.11,0,0,-0.72,-0.05,2,0,0.0,1.17,0,0.0,0,0,0,0,0,3,1,10,14,8.18,11.0,14.3,17.0,4.2,0,27
71,Cook,Lewis Cook,Bournemouth,MID,5.0,a,,,143,2,6,3.0,3.0,0.2,3.0,0.0,0.01,0.01,3.61,0.0,0.01,0.01,2.27,0,0,0.0,-0.01,2,0,0.0,1.26,0,0.0,0,0,0,0,0,1,3,5,9,5.66,4.6,2.1,0.0,0.7,0,21
566,Silva,António João Pereira de Albuquerque Tavares da Silva,Bournemouth,DEF,5.0,a,,,180,2,6,3.0,3.0,0.4,3.0,0.25,0.03,0.28,4.09,0.12,0.02,0.14,2.04,0,0,-0.25,-0.03,0,3,1.5,0.0,0,0.0,0,0,0,1,0,2,21,5,23,11.5,31.4,0.3,0.0,3.2,0,16
97,Jensen,Mathias Jensen,Brentford,MID,5.5,d,75,Unspecified injury - 75% chance of playing,66,1,6,6.0,3.0,0.2,2.2,0.08,0.34,0.42,0.47,0.11,0.46,0.57,0.64,0,1,-0.08,0.66,1,0,0.0,1.36,0,0.0,0,0,0,0,0,2,0,3,5,6.82,12.6,46.2,13.0,7.2,0,22
109,Verbruggen,Bart Verbruggen,Brighton,GK,4.5,a,,,180,2,6,3.0,3.0,21.5,3.0,0.0,0.0,0.0,3.22,0.0,0.0,0.0,1.61,0,0,0.0,0.0,1,4,2.0,0.5,1,0.5,0,0,0,0,0,0,0,18,0,0.0,6.6,0.0,0.0,0.7,0,24
138,Kostoulas,Charalampos Kostoulas,Brighton,FWD,5.5,a,,,105,1,6,3.0,3.0,0.3,3.0,0.35,0.02,0.37,2.99,0.3,0.02,0.32,2.56,0,1,-0.35,0.98,0,4,3.43,0.0,0,0.0,0,0,0,0,0,1,0,7,8,6.86,0.0,0.4,10.0,0.9,0,16
504,Vuskovic,Luka Vušković,Brighton,DEF,5.0,a,,,180,2,6,3.0,3.0,2.5,3.0,0.16,0.05,0.21,3.22,0.08,0.02,0.1,1.61,0,0,-0.16,-0.05,1,4,2.0,0.5,0,0.0,0,0,0,0,0,1,11,5,12,6.0,12.4,4.5,12.0,2.9,0,17
210,Wharton,Adam Wharton,Crystal Palace,MID,5.5,a,100,,180,2,6,3.0,3.0,0.9,3.0,0.0,0.31,0.31,3.33,0.0,0.16,0.16,1.66,0,0,0.0,-0.31,0,6,3.0,0.0,0,0.0,0,0,0,0,0,6,4,11,21,10.5,16.8,30.9,0.0,4.8,0,41
211,Yeremy,Yéremy Pino Santos,Crystal Palace,MID,5.5,a,,,102,1,6,3.0,3.0,0.2,3.0,0.11,0.09,0.2,2.28,0.1,0.08,0.18,2.01,0,1,-0.11,0.91,0,3,2.65,0.0,0,0.0,0,0,0,0,0,4,2,9,15,13.24,2.0,6.3,6.0,1.4,0,31
280,Coyle,Lewie Coyle,Hull City,DEF,4.0,d,75,Unspecified injury - 75% chance of playing,114,2,6,3.0,3.0,0.6,2.2,0.0,0.01,0.01,2.25,0.0,0.01,0.01,1.78,0,0,0.0,-0.01,1,0,0.0,0.79,0,0.0,0,0,0,1,0,1,5,4,6,4.74,5.8,11.3,0.0,1.7,0,25
287,Millar,Liam Millar,Hull City,MID,5.0,a,,,50,0,6,3.0,3.0,0.1,3.0,0.58,0.0,0.58,0.87,1.04,0.0,1.04,1.57,1,0,0.42,0.0,0,0,0.0,0.0,0,0.0,0,0,0,1,0,1,2,1,4,7.2,2.0,0.3,2.0,0.4,0,26
295,McBurnie,Oli McBurnie,Hull City,FWD,5.5,a,,,180,2,6,3.0,3.0,2.1,3.0,0.16,0.02,0.18,3.12,0.08,0.01,0.09,1.56,0,1,-0.16,0.98,2,0,0.0,1.0,0,0.0,0,0,0,1,0,0,3,6,9,4.5,17.2,21.1,52.0,9.0,0,28
267,Lukić,Saša Lukić,Ipswich Town,MID,5.0,a,,,162,2,6,3.0,3.0,0.1,3.0,0.01,0.04,0.05,4.48,0.01,0.02,0.03,2.49,0,1,-0.01,0.96,0,5,2.78,0.0,0,0.0,0,0,0,1,0,4,9,4,17,9.44,23.4,14.8,2.0,4.0,0,33
309,Núñez,Marcelino Núñez,Ipswich Town,MID,5.0,a,,,140,2,6,3.0,3.0,0.1,3.0,0.03,0.05,0.08,3.44,0.02,0.03,0.05,2.21,0,0,-0.03,-0.05,0,4,2.57,0.0,0,0.0,0,0,0,0,0,3,8,10,21,13.5,13.0,7.3,4.0,2.4,0,32
315,Fatawu,Abdul Fatawu,Ipswich Town,MID,5.5,a,,,147,2,6,3.0,3.0,0.2,3.0,0.0,0.64,0.64,5.05,0.0,0.39,0.39,3.09,0,1,0.0,0.36,0,6,3.67,0.0,0,0.0,0,0,0,1,0,5,2,4,11,6.73,18.6,28.4,8.0,5.5,0,47
320,Akpom,Chuba Akpom,Ipswich Town,FWD,5.0,a,,,69,0,6,3.0,3.0,0.6,3.0,0.97,0.0,0.97,3.85,1.27,0.0,1.27,5.02,1,0,0.03,0.0,0,4,5.22,0.0,0,0.0,0,0,0,0,0,1,0,2,3,3.91,1.4,0.0,2.0,0.3,0,33
366,Wirtz,Florian Wirtz,Liverpool,MID,7.5,a,,,152,2,6,3.0,3.0,10.7,3.0,0.49,0.24,0.73,2.81,0.29,0.14,0.43,1.66,0,1,-0.49,0.76,0,4,2.37,0.0,0,0.0,0,0,0,1,0,4,0,11,15,8.88,9.8,17.9,29.0,5.7,0,39
371,Gravenberch,Ryan Gravenberch,Liverpool,MID,6.0,a,,,96,1,6,3.0,3.0,1.9,3.0,0.06,0.06,0.12,1.17,0.06,0.06,0.12,1.1,0,1,-0.06,0.94,0,2,1.88,0.0,0,0.0,0,0,0,0,0,2,2,8,12,11.25,24.4,16.0,4.0,4.4,0,33
43,Tielemans,Youri Tielemans,Man Utd,MID,6.0,a,100,,156,2,6,3.0,3.0,2.2,3.0,0.6,0.22,0.82,2.95,0.35,0.13,0.48,1.7,0,0,-0.6,-0.22,0,4,2.31,0.0,0,0.0,0,0,0,0,0,2,3,12,17,9.81,5.0,11.3,4.0,2.0,0,42
459,L.Miley,Lewis Miley,Newcastle,MID,5.5,a,100,,165,2,6,3.0,3.0,0.1,3.0,0.05,0.05,0.1,3.06,0.03,0.03,0.06,1.67,0,0,-0.05,-0.05,1,1,0.55,0.55,0,0.0,0,0,0,1,0,1,9,12,22,12.0,15.6,21.4,3.0,4.0,0,29
4,Gabriel,Gabriel dos Santos Magalhães,Arsenal,DEF,8.0,a,,,90,1,5,5.0,2.5,28.1,2.5,0.05,0.01,0.06,0.2,0.05,0.01,0.06,0.2,0,0,-0.05,-0.01,1,0,0.0,1.0,0,0.0,0,0,0,1,0,0,4,2,4,4.0,6.6,1.8,1.0,0.9,0,21
57,Petrović,Đorđe Petrović,Bournemouth,GK,4.5,a,,,180,2,5,2.5,2.5,3.4,2.5,0.0,0.0,0.0,4.09,0.0,0.0,0.0,2.04,0,0,0.0,0.0,0,3,1.5,0.0,9,4.5,0,0,0,0,0,0,5,13,0,0.0,36.8,0.0,0.0,3.7,0,33
60,Hill,James Hill,Bournemouth,DEF,5.5,a,,,180,2,5,2.5,2.5,0.9,2.5,0.0,0.74,0.74,4.09,0.0,0.37,0.37,2.04,0,0,0.0,-0.74,0,3,1.5,0.0,0,0.0,0,0,0,0,0,4,14,4,18,9.0,11.6,0.3,0.0,1.2,0,19
61,Truffert,Adrien Truffert,Bournemouth,DEF,5.5,a,,,180,2,5,2.5,2.5,4.1,2.5,0.0,0.07,0.07,4.09,0.0,0.04,0.04,2.04,0,0,0.0,-0.07,0,3,1.5,0.0,0,0.0,0,0,0,0,0,4,12,13,16,8.0,15.4,1.3,0.0,1.7,2,27
114,Boscagli,Olivier Boscagli,Brighton,DEF,4.5,a,,,180,2,5,2.5,2.5,0.3,2.5,0.05,0.15,0.2,3.22,0.02,0.08,0.1,1.61,0,0,-0.05,-0.15,1,4,2.0,0.5,0,0.0,0,0,0,1,0,1,8,6,9,4.5,15.2,7.3,6.0,2.9,0,27
116,Dunk,Lewis Dunk,Brighton,DEF,4.5,a,,,180,2,5,2.5,2.5,1.2,2.5,0.0,0.05,0.05,3.22,0.0,0.02,0.02,1.61,0,0,0.0,-0.05,1,4,2.0,0.5,0,0.0,0,0,0,1,0,2,3,6,5,2.5,13.4,6.4,0.0,2.0,0,20
125,Georginio,Georginio Rutter,Brighton,FWD,5.5,d,75,Unspecified injury - 75% chance of playing,90,1,5,5.0,2.5,0.9,1.9,0.08,0.44,0.52,0.29,0.08,0.44,0.52,0.29,0,1,-0.08,0.56,1,0,0.0,1.0,0,0.0,0,0,0,0,0,2,1,4,7,7.0,19.8,11.4,15.0,4.6,0,22
148,Hato,Jorrel Hato,Chelsea,DEF,4.5,a,,,154,2,5,2.5,2.5,0.5,2.5,0.01,0.09,0.1,2.46,0.01,0.05,0.06,1.44,0,1,-0.01,0.91,0,5,2.92,0.0,0,0.0,0,0,0,0,0,4,5,5,9,5.26,8.4,12.3,11.0,3.2,0,17
214,Kamada,Daichi Kamada,Crystal Palace,MID,5.0,a,,,180,2,5,2.5,2.5,0.3,2.5,0.05,0.29,0.34,3.33,0.02,0.14,0.16,1.66,0,0,-0.05,-0.29,0,6,3.0,0.0,0,0.0,0,0,0,1,0,9,4,10,23,11.5,20.4,29.3,0.0,5.0,0,46
242,George,Tyrique George,Everton,MID,5.5,a,,,144,2,5,2.5,2.5,0.3,2.5,0.23,0.09,0.32,2.25,0.14,0.06,0.2,1.41,0,0,-0.23,-0.09,1,1,0.62,0.62,0,0.0,0,0,0,0,0,1,3,5,9,5.62,7.0,23.4,25.0,5.5,0,25
246,Röhl,Merlin Röhl,Everton,MID,5.0,a,,,175,2,5,2.5,2.5,0.1,2.5,0.0,0.07,0.07,4.12,0.0,0.04,0.04,2.12,0,0,0.0,-0.07,1,1,0.51,0.51,0,0.0,0,0,0,0,0,5,4,9,18,9.26,13.8,13.0,2.0,2.9,0,25
250,Leno,Bernd Leno,Fulham,GK,4.5,a,,,180,2,5,2.5,2.5,3.0,2.5,0.0,0.0,0.0,4.26,0.0,0.0,0.0,2.13,0,0,0.0,0.0,0,4,2.0,0.0,6,3.0,0,0,0,0,0,0,3,17,0,0.0,29.6,0.0,0.0,3.0,0,22
264,Bobb,Oscar Bobb,Fulham,MID,5.5,a,,,133,2,5,2.5,2.5,0.3,2.5,0.0,0.27,0.27,2.47,0.0,0.18,0.18,1.67,0,0,0.0,-0.27,1,3,2.03,0.68,0,0.0,0,0,0,0,0,5,2,4,11,7.44,9.8,13.8,6.0,3.0,0,18
481,Anderson,Elliot Anderson,Man City,MID,6.4,a,100,,143,2,5,2.5,2.5,5.7,2.5,0.07,0.47,0.54,1.21,0.04,0.3,0.34,0.76,0,0,-0.07,-0.47,0,2,1.26,0.0,0,0.0,0,0,0,1,0,7,5,8,20,12.59,7.2,20.8,0.0,2.8,0,39
418,Maguire,Harry Maguire,Man Utd,DEF,5.0,a,,,180,2,5,2.5,2.5,16.2,2.5,0.07,0.41,0.48,3.02,0.04,0.2,0.24,1.51,0,1,-0.07,0.59,0,4,2.0,0.0,0,0.0,0,0,0,0,0,1,8,9,9,4.5,25.4,28.6,19.0,7.3,0,28
432,Mainoo,Kobbie Mainoo,Man Utd,MID,5.5,a,,,102,1,5,2.5,2.5,1.0,2.5,0.21,0.06,0.27,1.08,0.19,0.05,0.24,0.95,0,0,-0.21,-0.06,0,1,0.88,0.0,0,0.0,0,0,0,0,0,3,2,10,15,13.24,2.8,2.5,2.0,0.7,0,32
453,Barnes,Harvey Barnes,Newcastle,MID,6.0,a,,,180,2,5,2.5,2.5,1.1,2.5,0.11,0.03,0.14,4.1,0.06,0.02,0.08,2.05,0,0,-0.11,-0.03,1,2,1.0,0.5,0,0.0,0,0,0,0,0,3,5,4,12,6.0,5.2,2.4,9.0,1.7,0,21
471,Milenković,Nikola Milenković,Nott'm Forest,DEF,5.5,a,,,180,2,5,2.5,2.5,1.7,2.5,0.11,0.02,0.13,2.22,0.06,0.01,0.07,1.11,0,0,-0.11,-0.02,0,3,1.5,0.0,0,0.0,0,0,0,0,0,3,17,9,20,10.0,7.6,0.6,14.0,2.2,0,7
472,Murillo,Murillo Costa dos Santos,Nott'm Forest,DEF,5.5,a,100,,180,2,5,2.5,2.5,1.6,2.5,0.18,0.28,0.46,2.22,0.09,0.14,0.23,1.11,0,0,-0.18,-0.28,0,3,1.5,0.0,0,0.0,0,0,0,0,0,2,18,6,20,10.0,32.2,25.9,0.0,5.8,0,17
473,Aina,Ola Aina,Nott'm Forest,DEF,4.5,a,,,158,2,5,2.5,2.5,3.4,2.5,0.04,0.52,0.56,2.09,0.02,0.3,0.32,1.19,0,0,-0.04,-0.52,1,2,1.14,0.57,0,0.0,0,0,0,2,0,2,5,8,7,3.99,16.0,35.6,11.0,6.3,0,26
486,McAtee,James McAtee,Nott'm Forest,MID,5.5,a,,,163,2,5,2.5,2.5,0.1,2.5,0.0,0.32,0.32,2.09,0.0,0.18,0.18,1.15,0,0,0.0,-0.32,1,2,1.1,0.55,0,0.0,0,0,0,0,0,2,4,10,16,8.83,11.6,42.5,0.0,5.4,0,34
558,Schlager,Xaver Schlager,Nott'm Forest,MID,5.0,a,,,106,1,5,2.5,2.5,0.1,2.5,0.05,0.0,0.05,1.88,0.04,0.0,0.04,1.6,0,0,-0.05,0.0,0,3,2.55,0.0,0,0.0,0,0,0,0,0,5,3,8,16,13.58,0.6,1.0,2.0,0.4,0,18
502,Robertson,Andrew Robertson,Spurs,DEF,4.5,a,,,157,2,5,2.5,2.5,3.7,2.5,0.06,0.08,0.14,4.35,0.03,0.05,0.08,2.49,0,0,-0.06,-0.08,0,4,2.29,0.0,0,0.0,0,0,0,0,0,3,11,4,14,8.03,31.8,19.2,2.0,5.3,0,20
542,E.Le Fée,Enzo Le Fée,Sunderland,MID,6.0,a,,,168,2,5,2.5,2.5,7.7,2.5,0.37,0.2,0.57,2.55,0.2,0.11,0.31,1.37,0,0,-0.37,-0.2,1,1,0.54,0.54,0,0.0,0,0,0,0,0,2,1,5,8,4.29,4.6,9.9,0.0,1.5,0,26
543,Diarra,Habib Diarra,Sunderland,MID,5.5,d,75,Unspecified injury - 75% chance of playing,28,0,5,2.5,2.5,0.1,1.9,0.03,0.16,0.19,0.12,0.1,0.51,0.61,0.39,0,1,-0.03,0.84,0,1,3.21,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.4,0.6,2.0,0.3,0,18
545,Sadiki,Noah Sadiki,Sunderland,MID,5.0,a,,,180,2,5,2.5,2.5,0.3,2.5,0.08,0.05,0.13,2.75,0.04,0.02,0.06,1.38,0,0,-0.08,-0.05,1,2,1.0,0.5,0,0.0,0,0,0,0,0,3,6,4,13,6.5,14.6,32.1,25.0,7.2,0,39
67,Rayan,Rayan Vitor Simplício Rocha,Bournemouth,MID,6.5,a,,,178,2,4,2.0,2.0,2.6,2.0,0.44,0.05,0.49,3.9,0.22,0.03,0.25,1.97,0,0,-0.44,-0.05,0,2,1.01,0.0,0,0.0,0,0,0,0,0,1,2,3,6,3.03,6.2,11.3,17.0,3.5,0,13
95,O.Dango,Dango Ouattara,Brentford,MID,6.5,a,,,95,1,4,2.0,2.0,1.0,2.0,0.07,0.37,0.44,1.83,0.07,0.35,0.42,1.73,0,0,-0.07,-0.37,1,1,0.95,0.95,0,0.0,0,0,0,0,0,1,5,7,13,12.32,1.0,30.8,15.0,4.7,0,22
96,Damsgaard,Mikkel Damsgaard,Brentford,MID,5.5,a,,,82,1,4,2.0,2.0,0.5,2.0,0.03,0.24,0.27,0.23,0.03,0.26,0.29,0.25,0,0,-0.03,-0.24,1,0,0.0,1.1,0,0.0,0,0,0,0,0,3,2,8,13,14.27,7.6,26.3,0.0,3.4,0,26
151,Acheampong,Josh Acheampong,Chelsea,DEF,4.5,a,,,112,1,4,2.0,2.0,0.4,2.0,0.0,0.01,0.01,1.47,0.0,0.01,0.01,1.18,0,0,0.0,-0.01,0,3,2.41,0.0,0,0.0,0,0,0,0,0,6,12,6,18,14.46,33.2,2.2,2.0,3.7,0,12
183,Rudoni,Jack Rudoni,Coventry City,MID,5.0,a,100,,90,1,4,2.0,2.0,0.1,2.0,0.21,0.09,0.3,0.31,0.21,0.09,0.3,0.31,0,0,-0.21,-0.09,1,0,0.0,1.0,0,0.0,0,0,0,0,0,2,1,8,11,11.0,5.6,3.8,17.0,2.6,0,15
184,Grimes,Matt Grimes,Coventry City,MID,5.0,a,,,180,2,4,2.0,2.0,0.2,2.0,0.01,0.05,0.06,2.6,0.0,0.02,0.02,1.3,0,0,-0.01,-0.05,0,4,2.0,0.0,0,0.0,0,0,0,0,0,0,5,12,17,8.5,13.4,3.7,0.0,1.7,0,28
575,Yirenkyi,Caleb Yirenkyi,Coventry City,MID,5.0,a,,,131,2,4,2.0,2.0,0.2,2.0,0.03,0.13,0.16,1.58,0.02,0.09,0.11,1.09,0,0,-0.03,-0.13,1,3,2.06,0.69,0,0.0,0,0,0,1,0,0,3,7,10,6.87,0.0,3.1,0.0,0.0,0,19
247,Hackney,Hayden Hackney,Everton,MID,5.5,a,100,,106,1,4,2.0,2.0,0.2,2.0,0.01,0.02,0.03,3.2,0.01,0.02,0.03,2.72,0,0,-0.01,-0.02,1,0,0.0,0.85,0,0.0,0,0,0,0,0,2,3,5,10,8.49,8.6,12.2,5.0,2.6,0,19
261,Iwobi,Alex Iwobi,Fulham,MID,5.5,a,,,180,2,4,2.0,2.0,0.9,2.0,0.01,0.44,0.45,4.26,0.0,0.22,0.22,2.13,0,0,-0.01,-0.44,0,4,2.0,0.0,0,0.0,0,0,0,0,0,2,4,8,14,7.0,12.4,11.3,0.0,2.4,0,37
265,Berge,Sander Berge,Fulham,MID,5.0,a,,,154,2,4,2.0,2.0,0.4,2.0,0.03,0.23,0.26,4.06,0.02,0.13,0.15,2.37,0,0,-0.03,-0.23,0,4,2.34,0.0,0,0.0,0,0,0,0,0,1,1,4,6,3.51,13.6,23.1,7.0,4.4,0,28
259,Diop,Issa Diop,Ipswich Town,DEF,4.0,a,,,180,2,4,2.0,2.0,16.5,2.0,0.0,0.01,0.01,5.22,0.0,0.0,0.0,2.61,0,0,0.0,-0.01,0,6,3.0,0.0,0,0.0,0,0,0,0,0,1,15,10,16,8.0,7.2,0.8,2.0,1.0,0,13
304,O'Shea,Dara O'Shea,Ipswich Town,DEF,4.0,a,,,180,2,4,2.0,2.0,3.4,2.0,0.07,0.17,0.24,5.22,0.04,0.08,0.12,2.61,0,0,-0.07,-0.17,0,6,3.0,0.0,0,0.0,0,0,0,0,0,2,17,8,19,9.5,48.0,24.5,2.0,7.5,0,2
562,Maeda,Daizen Maeda,Ipswich Town,MID,5.5,a,,,151,2,4,2.0,2.0,0.4,2.0,0.66,0.01,0.67,4.45,0.39,0.01,0.4,2.65,0,0,-0.66,-0.01,0,5,2.98,0.0,0,0.0,0,0,0,0,0,5,5,3,13,7.75,12.6,1.4,7.0,2.1,0,16
564,Scherpen,Kjell Scherpen,Ipswich Town,GK,4.5,a,,,180,2,4,2.0,2.0,0.6,2.0,0.0,0.0,0.0,5.22,0.0,0.0,0.0,2.61,0,0,0.0,0.0,0,6,3.0,0.0,8,4.0,0,0,0,0,0,0,6,23,0,0.0,14.4,0.0,0.0,1.4,0,21
260,Wilson,Harry Wilson,Leeds,MID,6.5,a,,,110,1,4,2.0,2.0,5.1,2.0,0.01,0.06,0.07,1.66,0.01,0.05,0.06,1.36,0,0,-0.01,-0.06,1,0,0.0,0.82,0,0.0,0,0,0,0,0,3,2,3,8,6.55,6.2,15.3,4.0,2.6,0,15
